4,296464.5            
5,365668.5            
6,593043.0            
7,828672.5            
8,1.801579e6     
9,3.0432565e6    
10,1.25859435e7   
11,1.53284475e7   
12,1.103587585e8  
13,1.082536015e8  
14,3.51404553e8   
15,5.69548478e8   
16,1.245292218e9  
17,2.0208705855e9 
18,6.310249197e9  
19,1.3878284357e10
20,3.8356621516e10
